Song,Artist,Date,Streams,Rank,Country
For You,"LeeHi, Crush",2021-03-19,"1,344",127,"Korea, Republic of"
친구,BTS,2021-03-19,"1,342",128,"Korea, Republic of"
Blueberry Eyes (feat. SUGA of BTS),MAX,2021-03-19,"1,339",129,"Korea, Republic of"
Tomorrow,"lIlBOI, GIRIBOY, BIG Naughty",2021-03-19,"1,330",130,"Korea, Republic of"
Señorita,"Shawn Mendes, Camila Cabello",2021-03-19,"1,328",131,"Korea, Republic of"
PARANOIA,KANG DANIEL,2021-03-19,"1,323",132,"Korea, Republic of"
White Dress,Lana Del Rey,2021-03-19,"1,322",133,"Korea, Republic of"
No Blueberries,"DPR IAN, DPR LIVE, CL",2021-03-19,"1,314",134,"Korea, Republic of"
HWAA,(G)I-DLE,2021-03-19,"1,305",135,"Korea, Republic of"
Youngblood,5 Seconds of Summer,2021-03-19,"1,301",136,"Korea, Republic of"
What You Know Bout Love,Pop Smoke,2021-03-19,"1,298",137,"Korea, Republic of"
Falling,Harry Styles,2021-03-19,"1,294",138,"Korea, Republic of"
this is how you fall in love,"Jeremy Zucker, Chelsea Cutler",2021-03-19,"1,293",139,"Korea, Republic of"
Kill This Love,BLACKPINK,2021-03-19,"1,291",140,"Korea, Republic of"
As If It's Your Last,BLACKPINK,2021-03-19,"1,285",141,"Korea, Republic of"
Best Part (feat. Daniel Caesar),H.E.R.,2021-03-19,"1,285",142,"Korea, Republic of"
WAP (feat. Megan Thee Stallion),Cardi B,2021-03-19,"1,281",143,"Korea, Republic of"
Sacrifice,Bebe Rexha,2021-03-19,"1,279",144,"Korea, Republic of"
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2021-03-19,"1,274",145,"Korea, Republic of"
for lovers who hesitate,JANNABI,2021-03-19,"1,273",146,"Korea, Republic of"
Make A Wish (Birthday Song),NCT U,2021-03-19,"1,269",147,"Korea, Republic of"
I Feel It Coming,"The Weeknd, Daft Punk",2021-03-19,"1,265",148,"Korea, Republic of"
Painkiller,Ruel,2021-03-19,"1,261",149,"Korea, Republic of"
Spring Day,BTS,2021-03-19,"1,250",150,"Korea, Republic of"
If I Can't Have You,Shawn Mendes,2021-03-19,"1,249",151,"Korea, Republic of"
Sweet Night,V,2021-03-19,"1,236",152,"Korea, Republic of"
Closer,"The Chainsmokers, Halsey",2021-03-19,"1,233",153,"Korea, Republic of"
Break My Heart,Dua Lipa,2021-03-19,"1,231",154,"Korea, Republic of"
instagram,DEAN,2021-03-19,"1,226",155,"Korea, Republic of"
Heather,Conan Gray,2021-03-19,"1,222",156,"Korea, Republic of"
Paradise (feat. Dermot Kennedy),MEDUZA,2021-03-19,"1,217",157,"Korea, Republic of"
Shiny Star(2020),KyoungSeo,2021-03-19,"1,210",158,"Korea, Republic of"
Selfish Love (with Selena Gomez),DJ Snake,2021-03-19,"1,208",159,"Korea, Republic of"
Something Just Like This,"The Chainsmokers, Coldplay",2021-03-19,"1,202",160,"Korea, Republic of"
Going Dumb (with Stray Kids),"Alesso, CORSAK",2021-03-19,"1,201",161,"Korea, Republic of"
夜に駆ける,YOASOBI,2021-03-19,"1,194",162,"Korea, Republic of"
Love poem,IU,2021-03-19,"1,190",163,"Korea, Republic of"
Beautiful People (feat. Khalid),Ed Sheeran,2021-03-19,"1,183",164,"Korea, Republic of"
Black Swan,BTS,2021-03-19,"1,173",165,"Korea, Republic of"
炎,LiSA,2021-03-19,"1,170",166,"Korea, Republic of"
Blueberry Faygo,Lil Mosey,2021-03-19,"1,165",167,"Korea, Republic of"
Bet You Wanna (feat. Cardi B),BLACKPINK,2021-03-19,"1,156",168,"Korea, Republic of"
ROXANNE,Arizona Zervas,2021-03-19,"1,149",169,"Korea, Republic of"
90's Love,NCT U,2021-03-19,"1,149",170,"Korea, Republic of"
Whoopty,CJ,2021-03-19,"1,149",171,"Korea, Republic of"
Error (Feat. Loopy),ASH ISLAND,2021-03-19,"1,145",172,"Korea, Republic of"
Shape of You,Ed Sheeran,2021-03-19,"1,139",173,"Korea, Republic of"
Perfect,Ed Sheeran,2021-03-19,"1,137",174,"Korea, Republic of"
Paris in the Rain,Lauv,2021-03-19,"1,134",175,"Korea, Republic of"
Feels (feat. Khalid),WATTS,2021-03-19,"1,133",176,"Korea, Republic of"
bad guy,Billie Eilish,2021-03-19,"1,124",177,"Korea, Republic of"
Serendipity (Full Length Edition),BTS,2021-03-19,"1,120",178,"Korea, Republic of"
In Your Eyes,The Weeknd,2021-03-19,"1,115",179,"Korea, Republic of"
The Middle,"Zedd, Maren Morris, Grey",2021-03-19,"1,113",180,"Korea, Republic of"
I.F.L.Y.,Bazzi,2021-03-19,"1,110",181,"Korea, Republic of"
DÁKITI,"Bad Bunny, Jhay Cortez",2021-03-19,"1,103",182,"Korea, Republic of"
Your Love (9PM),"ATB, Topic, A7S",2021-03-19,"1,101",183,"Korea, Republic of"
WANNABE,ITZY,2021-03-19,"1,100",184,"Korea, Republic of"
Who (feat. BTS),Lauv,2021-03-19,"1,097",185,"Korea, Republic of"
Spaceman,Nick Jonas,2021-03-19,"1,095",186,"Korea, Republic of"
HOLO,LeeHi,2021-03-19,"1,092",187,"Korea, Republic of"
Jam & Butterfly,"DPR LIVE, Crush, Eaj",2021-03-19,"1,091",188,"Korea, Republic of"
parachute,John K,2021-03-19,"1,091",189,"Korea, Republic of"
Fireworks (I'm The One),ATEEZ,2021-03-19,"1,090",190,"Korea, Republic of"
Why Why Why,iKON,2021-03-19,"1,088",191,"Korea, Republic of"
Jasmine,DPR LIVE,2021-03-19,"1,074",192,"Korea, Republic of"
Love Yourself,Justin Bieber,2021-03-19,"1,058",193,"Korea, Republic of"
Shallow,"Lady Gaga, Bradley Cooper",2021-03-19,"1,053",194,"Korea, Republic of"
Any song,ZICO,2021-03-19,"1,052",195,"Korea, Republic of"
Sucker,Jonas Brothers,2021-03-19,"1,051",196,"Korea, Republic of"
My Time,BTS,2021-03-19,"1,046",197,"Korea, Republic of"
Like 1999,Valley,2021-03-19,"1,043",198,"Korea, Republic of"
All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],Jay Park,2021-03-19,"1,041",199,"Korea, Republic of"
Nonstop,OH MY GIRL,2021-03-19,"1,039",200,"Korea, Republic of"
On The Ground,ROSÉ,2021-03-20,"16,223",1,"Korea, Republic of"
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-03-20,"13,289",2,"Korea, Republic of"
Rollin',Brave Girls,2021-03-20,"13,272",3,"Korea, Republic of"
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-03-20,"9,209",4,"Korea, Republic of"
Gone,ROSÉ,2021-03-20,"8,195",5,"Korea, Republic of"
Hold On,Justin Bieber,2021-03-20,"8,025",6,"Korea, Republic of"
Celebrity,IU,2021-03-20,"8,004",7,"Korea, Republic of"
As I Am (feat. Khalid),Justin Bieber,2021-03-20,"7,074",8,"Korea, Republic of"
Dynamite,BTS,2021-03-20,"6,983",9,"Korea, Republic of"
Save Your Tears,The Weeknd,2021-03-20,"5,023",10,"Korea, Republic of"
Levitating (feat. DaBaby),Dua Lipa,2021-03-20,"4,529",11,"Korea, Republic of"
drivers license,Olivia Rodrigo,2021-03-20,"4,221",12,"Korea, Republic of"
Life Goes On,BTS,2021-03-20,"4,117",13,"Korea, Republic of"
Anyone,Justin Bieber,2021-03-20,"4,052",14,"Korea, Republic of"
Lovesick Girls,BLACKPINK,2021-03-20,"4,025",15,"Korea, Republic of"
We Ride,Brave Girls,2021-03-20,"4,004",16,"Korea, Republic of"
We're Good,Dua Lipa,2021-03-20,"3,951",17,"Korea, Republic of"
Up,Cardi B,2021-03-20,"3,894",18,"Korea, Republic of"
Astronaut In The Ocean,Masked Wolf,2021-03-20,"3,811",19,"Korea, Republic of"
Holy (feat. Chance The Rapper),Justin Bieber,2021-03-20,"3,744",20,"Korea, Republic of"
telepatía,Kali Uchis,2021-03-20,"3,720",21,"Korea, Republic of"
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-03-20,"3,696",22,"Korea, Republic of"
eight(Prod.&Feat. SUGA of BTS),IU,2021-03-20,"3,690",23,"Korea, Republic of"
Heartbreak Anniversary,Giveon,2021-03-20,"3,503",24,"Korea, Republic of"
What’s Next,Drake,2021-03-20,"3,417",25,"Korea, Republic of"
At My Worst,Pink Sweat$,2021-03-20,"3,413",26,"Korea, Republic of"
Blinding Lights,The Weeknd,2021-03-20,"3,395",27,"Korea, Republic of"
MELODY,ASH ISLAND,2021-03-20,"3,374",28,"Korea, Republic of"
Don't Call Me,SHINee,2021-03-20,"3,314",29,"Korea, Republic of"
Off My Face,Justin Bieber,2021-03-20,"3,250",30,"Korea, Republic of"
Deserve You,Justin Bieber,2021-03-20,"3,192",31,"Korea, Republic of"
Unstable (feat. The Kid LAROI),Justin Bieber,2021-03-20,"3,086",32,"Korea, Republic of"
Love You Different (feat. BEAM),Justin Bieber,2021-03-20,"3,078",33,"Korea, Republic of"
34+35,Ariana Grande,2021-03-20,"3,001",34,"Korea, Republic of"
Lonely (with benny blanco),Justin Bieber,2021-03-20,"2,771",35,"Korea, Republic of"
Blueming,IU,2021-03-20,"2,770",36,"Korea, Republic of"
TAIL,SUNMI,2021-03-20,"2,751",37,"Korea, Republic of"
2 Much,Justin Bieber,2021-03-20,"2,731",38,"Korea, Republic of"
How You Like That,BLACKPINK,2021-03-20,"2,694",39,"Korea, Republic of"
VVS,"Mirani, Munchman, Khundi Panda, MUSHVENOM, JUSTHIS",2021-03-20,"2,558",40,"Korea, Republic of"
Loved By You (feat. Burna Boy),Justin Bieber,2021-03-20,"2,538",41,"Korea, Republic of"
Good Days,SZA,2021-03-20,"2,497",42,"Korea, Republic of"
Boy With Luv (feat. Halsey),BTS,2021-03-20,"2,479",43,"Korea, Republic of"
Die For You (feat. Dominic Fike),Justin Bieber,2021-03-20,"2,459",44,"Korea, Republic of"
positions,Ariana Grande,2021-03-20,"2,446",45,"Korea, Republic of"
Ghost,Justin Bieber,2021-03-20,"2,444",46,"Korea, Republic of"
Mood (feat. iann dior),24kGoldn,2021-03-20,"2,432",47,"Korea, Republic of"
Somebody,Justin Bieber,2021-03-20,"2,347",48,"Korea, Republic of"
Don't Start Now,Dua Lipa,2021-03-20,"2,314",49,"Korea, Republic of"
Follow You,Imagine Dragons,2021-03-20,"2,297",50,"Korea, Republic of"
Streets,Doja Cat,2021-03-20,"2,250",51,"Korea, Republic of"
Bicycle,CHUNG HA,2021-03-20,"2,221",52,"Korea, Republic of"
WITHOUT YOU,The Kid LAROI,2021-03-20,"2,188",53,"Korea, Republic of"
Panorama,IZ*ONE,2021-03-20,"2,176",54,"Korea, Republic of"
Watermelon Sugar,Harry Styles,2021-03-20,"2,172",55,"Korea, Republic of"
Circles,Post Malone,2021-03-20,"2,139",56,"Korea, Republic of"
FRIENDS,"lIlBOI, Wonstein",2021-03-20,"2,128",57,"Korea, Republic of"
Calling My Phone,"Lil Tjay, 6LACK",2021-03-20,"2,106",58,"Korea, Republic of"
I CAN'T STOP ME,TWICE,2021-03-20,"2,085",59,"Korea, Republic of"
Best Friend (feat. Doja Cat),Saweetie,2021-03-20,"2,078",60,"Korea, Republic of"
What Type of X,Jessi,2021-03-20,"2,055",61,"Korea, Republic of"
2002,Anne-Marie,2021-03-20,"2,014",62,"Korea, Republic of"
METEOR,CHANGMO,2021-03-20,"1,949",63,"Korea, Republic of"
Black Mamba,aespa,2021-03-20,"1,941",64,"Korea, Republic of"
Goosebumps - Remix,"Travis Scott, HVME",2021-03-20,"1,924",65,"Korea, Republic of"
Blue & Grey,BTS,2021-03-20,"1,896",66,"Korea, Republic of"
Someone You Loved,Lewis Capaldi,2021-03-20,"1,829",67,"Korea, Republic of"
Nerves,DPR IAN,2021-03-20,"1,801",68,"Korea, Republic of"
Heat Waves,Glass Animals,2021-03-20,"1,789",69,"Korea, Republic of"
"How can I love the heartbreak, you're the one I love",AKMU,2021-03-20,"1,673",70,"Korea, Republic of"
What Do I Call You,TAEYEON,2021-03-20,"1,670",71,"Korea, Republic of"
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2021-03-20,"1,666",72,"Korea, Republic of"
Therefore I Am,Billie Eilish,2021-03-20,"1,637",73,"Korea, Republic of"
I Like Me Better,Lauv,2021-03-20,"1,635",74,"Korea, Republic of"
사이렌,homieduel,2021-03-20,"1,630",75,"Korea, Republic of"
Memories,Maroon 5,2021-03-20,"1,621",76,"Korea, Republic of"
comethru,Jeremy Zucker,2021-03-20,"1,620",77,"Korea, Republic of"
Fly To My Room,BTS,2021-03-20,"1,610",78,"Korea, Republic of"
Party Forever,Simon Dominic,2021-03-20,"1,600",79,"Korea, Republic of"
Telepathy,BTS,2021-03-20,"1,570",80,"Korea, Republic of"
Hold my hand,IU,2021-03-20,"1,563",81,"Korea, Republic of"
Pretty Savage,BLACKPINK,2021-03-20,"1,552",82,"Korea, Republic of"
The Business,Tiësto,2021-03-20,"1,538",83,"Korea, Republic of"
Square (2017),Yerin Baek,2021-03-20,"1,524",84,"Korea, Republic of"
Tomorrow,"lIlBOI, GIRIBOY, BIG Naughty",2021-03-20,"1,517",85,"Korea, Republic of"
Bang!,AJR,2021-03-20,"1,503",86,"Korea, Republic of"
I'm Not Cool,HyunA,2021-03-20,"1,493",87,"Korea, Republic of"
Shiny Star(2020),KyoungSeo,2021-03-20,"1,490",88,"Korea, Republic of"
Arcade,Duncan Laurence,2021-03-20,"1,481",89,"Korea, Republic of"
Maniac,Conan Gray,2021-03-20,"1,480",90,"Korea, Republic of"
Stay,BTS,2021-03-20,"1,478",91,"Korea, Republic of"
Paris in the Rain,Lauv,2021-03-20,"1,462",92,"Korea, Republic of"
Stuck with U (with Justin Bieber),Ariana Grande,2021-03-20,"1,456",93,"Korea, Republic of"
Your Shampoo Scent In The Flowers,Jang Beom June,2021-03-20,"1,445",94,"Korea, Republic of"
BBIBBI,IU,2021-03-20,"1,440",95,"Korea, Republic of"
Intentions (feat. Quavo),Justin Bieber,2021-03-20,"1,437",96,"Korea, Republic of"
Psycho,Red Velvet,2021-03-20,"1,430",97,"Korea, Republic of"
Palette (feat. G-DRAGON),IU,2021-03-20,"1,429",98,"Korea, Republic of"
Dolphin,OH MY GIRL,2021-03-20,"1,421",99,"Korea, Republic of"
Overdrive,Conan Gray,2021-03-20,"1,420",100,"Korea, Republic of"
Dis-ease,BTS,2021-03-20,"1,413",101,"Korea, Republic of"
Ice Cream (with Selena Gomez),BLACKPINK,2021-03-20,"1,413",102,"Korea, Republic of"
Baila Conmigo (with Rauw Alejandro),Selena Gomez,2021-03-20,"1,407",103,"Korea, Republic of"
Be Kind (with Halsey),Marshmello,2021-03-20,"1,398",104,"Korea, Republic of"
My Head & My Heart,Ava Max,2021-03-20,"1,396",105,"Korea, Republic of"
MLK Interlude,"Justin Bieber, -",2021-03-20,"1,395",106,"Korea, Republic of"
ON,BTS,2021-03-20,"1,383",107,"Korea, Republic of"
Savage Love (Laxed – Siren Beat) [BTS Remix],"Jawsh 685, Jason Derulo",2021-03-20,"1,371",108,"Korea, Republic of"
for lovers who hesitate,JANNABI,2021-03-20,"1,369",109,"Korea, Republic of"
Filter,BTS,2021-03-20,"1,358",110,"Korea, Republic of"
For You,"LeeHi, Crush",2021-03-20,"1,355",111,"Korea, Republic of"
Through the Night,IU,2021-03-20,"1,353",112,"Korea, Republic of"
i'm so tired...,"Lauv, Troye Sivan",2021-03-20,"1,352",113,"Korea, Republic of"
Adore You,Harry Styles,2021-03-20,"1,350",114,"Korea, Republic of"
Never Not,Lauv,2021-03-20,"1,345",115,"Korea, Republic of"
If the World Was Ending - feat. Julia Michaels,JP Saxe,2021-03-20,"1,339",116,"Korea, Republic of"
willow,Taylor Swift,2021-03-20,"1,338",117,"Korea, Republic of"
Rain On Me (with Ariana Grande),Lady Gaga,2021-03-20,"1,336",118,"Korea, Republic of"
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2021-03-20,"1,327",119,"Korea, Republic of"
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-03-20,"1,326",120,"Korea, Republic of"
Not Shy,ITZY,2021-03-20,"1,318",121,"Korea, Republic of"
"10,000 Hours (with Justin Bieber)",Dan + Shay,2021-03-20,"1,316",122,"Korea, Republic of"
Señorita,"Shawn Mendes, Camila Cabello",2021-03-20,"1,306",123,"Korea, Republic of"
test drive,Ariana Grande,2021-03-20,"1,303",124,"Korea, Republic of"
you broke me first,Tate McRae,2021-03-20,"1,302",125,"Korea, Republic of"
PARANOIA,KANG DANIEL,2021-03-20,"1,300",126,"Korea, Republic of"
instagram,DEAN,2021-03-20,"1,278",127,"Korea, Republic of"
Strawberries & Cigarettes,Troye Sivan,2021-03-20,"1,276",128,"Korea, Republic of"
If I Can't Have You,Shawn Mendes,2021-03-20,"1,269",129,"Korea, Republic of"
ROCKSTAR (feat. Roddy Ricch),DaBaby,2021-03-20,"1,267",130,"Korea, Republic of"
Best Part (feat. Daniel Caesar),H.E.R.,2021-03-20,"1,264",131,"Korea, Republic of"
Blueberry Eyes (feat. SUGA of BTS),MAX,2021-03-20,"1,260",132,"Korea, Republic of"
Say So,Doja Cat,2021-03-20,"1,254",133,"Korea, Republic of"
Paradise (feat. Dermot Kennedy),MEDUZA,2021-03-20,"1,244",134,"Korea, Republic of"
Falling,Harry Styles,2021-03-20,"1,239",135,"Korea, Republic of"
No Blueberries,"DPR IAN, DPR LIVE, CL",2021-03-20,"1,238",136,"Korea, Republic of"
Prisoner (feat. Dua Lipa),Miley Cyrus,2021-03-20,"1,234",137,"Korea, Republic of"
Wants and Needs (feat. Lil Baby),Drake,2021-03-20,"1,233",138,"Korea, Republic of"
炎,LiSA,2021-03-20,"1,227",139,"Korea, Republic of"
Kill This Love,BLACKPINK,2021-03-20,"1,219",140,"Korea, Republic of"
What Other People Say,"Sam Fischer, Demi Lovato",2021-03-20,"1,219",141,"Korea, Republic of"
Sweet Night,V,2021-03-20,"1,218",142,"Korea, Republic of"
Youngblood,5 Seconds of Summer,2021-03-20,"1,213",143,"Korea, Republic of"
Euphoria,BTS,2021-03-20,"1,205",144,"Korea, Republic of"
Blueberry Faygo,Lil Mosey,2021-03-20,"1,201",145,"Korea, Republic of"
친구,BTS,2021-03-20,"1,199",146,"Korea, Republic of"
Love poem,IU,2021-03-20,"1,195",147,"Korea, Republic of"
What You Know Bout Love,Pop Smoke,2021-03-20,"1,186",148,"Korea, Republic of"
WAP (feat. Megan Thee Stallion),Cardi B,2021-03-20,"1,185",149,"Korea, Republic of"
Painkiller,Ruel,2021-03-20,"1,174",150,"Korea, Republic of"
Closer,"The Chainsmokers, Halsey",2021-03-20,"1,172",151,"Korea, Republic of"
HOLO,LeeHi,2021-03-20,"1,160",152,"Korea, Republic of"
Shape of You,Ed Sheeran,2021-03-20,"1,150",153,"Korea, Republic of"
Break My Heart,Dua Lipa,2021-03-20,"1,147",154,"Korea, Republic of"
HWAA,(G)I-DLE,2021-03-20,"1,134",155,"Korea, Republic of"
bad guy,Billie Eilish,2021-03-20,"1,130",156,"Korea, Republic of"
Spring Day,BTS,2021-03-20,"1,129",157,"Korea, Republic of"
As If It's Your Last,BLACKPINK,2021-03-20,"1,127",158,"Korea, Republic of"
this is how you fall in love,"Jeremy Zucker, Chelsea Cutler",2021-03-20,"1,127",159,"Korea, Republic of"
Perfect,Ed Sheeran,2021-03-20,"1,120",160,"Korea, Republic of"
CREDIT,"lIlBOI, YUMDDA, GIRIBOY, Zion.T",2021-03-20,"1,119",161,"Korea, Republic of"
White Dress,Lana Del Rey,2021-03-20,"1,113",162,"Korea, Republic of"
Sacrifice,Bebe Rexha,2021-03-20,"1,113",163,"Korea, Republic of"
Achoo,"Mirani, pH-1, HAON",2021-03-20,"1,111",164,"Korea, Republic of"
"Every day, Every Moment",Paul Kim,2021-03-20,"1,109",165,"Korea, Republic of"
BED,"Joel Corry, RAYE, David Guetta",2021-03-20,"1,108",166,"Korea, Republic of"
Heather,Conan Gray,2021-03-20,"1,105",167,"Korea, Republic of"
夜に駆ける,YOASOBI,2021-03-20,"1,096",168,"Korea, Republic of"
DÁKITI,"Bad Bunny, Jhay Cortez",2021-03-20,"1,095",169,"Korea, Republic of"
ROXANNE,Arizona Zervas,2021-03-20,"1,093",170,"Korea, Republic of"
Make A Wish (Birthday Song),NCT U,2021-03-20,"1,091",171,"Korea, Republic of"
Beautiful People (feat. Khalid),Ed Sheeran,2021-03-20,"1,089",172,"Korea, Republic of"
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2021-03-20,"1,088",173,"Korea, Republic of"
Something Just Like This,"The Chainsmokers, Coldplay",2021-03-20,"1,088",174,"Korea, Republic of"
Jam & Butterfly,"DPR LIVE, Crush, Eaj",2021-03-20,"1,088",175,"Korea, Republic of"
I.F.L.Y.,Bazzi,2021-03-20,"1,080",176,"Korea, Republic of"
Do you want to walk with me? (Romance 101 X Jukjae),Jukjae,2021-03-20,"1,079",177,"Korea, Republic of"
Black Swan,BTS,2021-03-20,"1,075",178,"Korea, Republic of"
Error (Feat. Loopy),ASH ISLAND,2021-03-20,"1,072",179,"Korea, Republic of"
I Feel It Coming,"The Weeknd, Daft Punk",2021-03-20,"1,072",180,"Korea, Republic of"
FLYING HIGH WITH U,VINXEN,2021-03-20,"1,069",181,"Korea, Republic of"
Run With Me 도망가자,Sunwoojunga,2021-03-20,"1,066",182,"Korea, Republic of"
Fireworks (I'm The One),ATEEZ,2021-03-20,"1,063",183,"Korea, Republic of"
Love Yourself,Justin Bieber,2021-03-20,"1,059",184,"Korea, Republic of"
12:45 - Stripped,Etham,2021-03-20,"1,058",185,"Korea, Republic of"
Bet You Wanna (feat. Cardi B),BLACKPINK,2021-03-20,"1,050",186,"Korea, Republic of"
everything i wanted,Billie Eilish,2021-03-20,"1,047",187,"Korea, Republic of"
The Middle,"Zedd, Maren Morris, Grey",2021-03-20,"1,047",188,"Korea, Republic of"
WANNABE,ITZY,2021-03-20,"1,020",189,"Korea, Republic of"
"LOVE DAY (2021) (Romance 101 X Yang Yoseop, Jeong Eun Ji)",Yang Yoseob,2021-03-20,"1,020",190,"Korea, Republic of"
Slightly Tipsy (She is My Type♡ X SANDEUL),Sandeul,2021-03-20,"1,018",191,"Korea, Republic of"
In Your Eyes,The Weeknd,2021-03-20,"1,014",192,"Korea, Republic of"
Who (feat. BTS),Lauv,2021-03-20,"1,012",193,"Korea, Republic of"
Me After You,Paul Kim,2021-03-20,"1,011",194,"Korea, Republic of"
"thank u, next",Ariana Grande,2021-03-20,"1,011",195,"Korea, Republic of"
All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],Jay Park,2021-03-20,"1,008",196,"Korea, Republic of"
SOLO,JENNIE,2021-03-20,"1,007",197,"Korea, Republic of"
On The Ground,ROSÉ,2021-03-15,"22,861",1,"Korea, Republic of"
Gone,ROSÉ,2021-03-15,"13,782",2,"Korea, Republic of"
Rollin',Brave Girls,2021-03-15,"12,476",3,"Korea, Republic of"
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-03-15,"9,743",4,"Korea, Republic of"
Celebrity,IU,2021-03-15,"8,260",5,"Korea, Republic of"
Dynamite,BTS,2021-03-15,"7,982",6,"Korea, Republic of"
Hold On,Justin Bieber,2021-03-15,"6,520",7,"Korea, Republic of"
Save Your Tears,The Weeknd,2021-03-15,"4,648",8,"Korea, Republic of"
drivers license,Olivia Rodrigo,2021-03-15,"4,509",9,"Korea, Republic of"
Life Goes On,BTS,2021-03-15,"4,507",10,"Korea, Republic of"
Levitating (feat. DaBaby),Dua Lipa,2021-03-15,"4,309",11,"Korea, Republic of"
We're Good,Dua Lipa,2021-03-15,"4,057",12,"Korea, Republic of"
Don't Call Me,SHINee,2021-03-15,"4,040",13,"Korea, Republic of"
Lovesick Girls,BLACKPINK,2021-03-15,"3,933",14,"Korea, Republic of"
What’s Next,Drake,2021-03-15,"3,807",15,"Korea, Republic of"
Up,Cardi B,2021-03-15,"3,636",16,"Korea, Republic of"
Blinding Lights,The Weeknd,2021-03-15,"3,557",17,"Korea, Republic of"
At My Worst,Pink Sweat$,2021-03-15,"3,545",18,"Korea, Republic of"
telepatía,Kali Uchis,2021-03-15,"3,451",19,"Korea, Republic of"
Astronaut In The Ocean,Masked Wolf,2021-03-15,"3,333",20,"Korea, Republic of"
We Ride,Brave Girls,2021-03-15,"3,292",21,"Korea, Republic of"
eight(Prod.&Feat. SUGA of BTS),IU,2021-03-15,"3,250",22,"Korea, Republic of"
Heartbreak Anniversary,Giveon,2021-03-15,"3,153",23,"Korea, Republic of"
MELODY,ASH ISLAND,2021-03-15,"3,118",24,"Korea, Republic of"
TAIL,SUNMI,2021-03-15,"3,117",25,"Korea, Republic of"
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-03-15,"2,956",26,"Korea, Republic of"
